uid,texture_compatible,motion
0128a1997c6e43e78d8826b15529acfc,1,0
0129186535b440858287c9c7f39f3a51,1,0
0129bbff6dfc4c278a8d70301360d4a8,1,0
012a5f804a814357bcad0b2bb58450c4,1,0
012d7267e5f645a981454967c3315caf,1,0
012ebdfe8d9b4f98930e61043d618901,1,0
01301fff92354360804a1318225689a7,1,0
013022eb8d6d4d57bf6ebd6c32e0fe0d,1,0
0130ace3175343f68c0c2bb807e6bdc8,0,1
01351cec561d47629c28756a40384f7b,0,1
0135a260f6d64ba6928b23f3b727cd68,1,0
013665ec5c7b411e915a6d51f633426e,1,0
0138e4b2676c44828cec10c1bb480aff,1,0
013bab705a6341c687af37f7261fd312,1,0
013d8a1985d1437ca567908a4342c568,1,0
013fbf6a28c9495e834255f4947724b1,1,1
0140231affd342d08568383cc274ddd3,1,0
0140aaa9f5064c2ab3ab5a1193984f13,1,0
0140bfc7fe9944ef85e2df422114cbb5,1,0
014367c45115409192228cc7eba1c68d,1,0
014456308bcc4a4ea33b7e2c48fb83e7,1,0
0146a663b6614508bfbd33422600fcfd,1,0
014720981d8745df9dfce11be20399d9,0,1
01475ab3c3b44f0da7e88f4e7a678bad,1,0
014c05402e3545faa9522183149928c4,0,1
0157220940cd4a9ea8925129c5299923,1,0
01576162fd4e4efabb4f97bdd219a276,0,1
0157dacd9f214b20938f002f76aeecbb,1,0
015951355152476aa84b7514ced18591,1,0
015cc2427bc74ba79231e3d1354b6e9b,1,0
015e90868dac448e896e2b8d61f58936,1,0
015f736a3c6b4daf83a7eaa49b351c45,1,0
015fba7d771e407081dfd60c6de756eb,1,0
01600c5a02ce4b13a7e2f02bfa70ef6a,1,0
0160c937f18949b2a40e123da5e772bb,1,0
016446666e58488e8b889ade95e01575,1,0
016883b92fda44009baf7d712e2a6668,1,0
016add9763df4e12a91a766589c19170,1,0
016b45490e7f4941aca1f5e4727c47ed,1,0
016ca0f9b98b4ffbbe0e55f235bef496,1,0
016e2d00ff2742daab5abc07ebebf42c,0,1
016fbca294bc46d58011c1e0cd541697,1,0
016fce716c0240109ca06c3de251cd25,1,0
01704c6ef1cb499abd34bfe007e12d8b,1,0
01711858467c48fcac96cb3f839c2108,1,0
017177100b2c48499bd6117b758c60a9,1,0
01718db452b7412fba2101e95427a90b,1,0
0173275666cc4ee3a274276bf3ac33c5,1,0
01759141a47a4e5b925c13750dd4df8b,1,0
017602fd8dcb430d909ddd1b898e6cea,1,0
0176be079c2449e7aaebfb652910a854,1,0
0176d556eb22491f974006b71ed0d551,1,0
01798ab27cb84402b458edb05cf0e37f,1,0
017a558690624beabe08dcbbc88eb25b,1,0
017a55a6221241f38fe2478831d6e21b,1,0
017b50e0c34d4389a1a9eff4919704d7,1,0
017b73e0d2cf4ca8acfc88de8c57a5ce,1,0
017b9b167c654f18b2fee876dc5d4d25,1,0
017c6f4a760f40a0a03de8fae29b306b,1,0
01810aab099a49569c550c646b3427cc,1,0
0181312e821846dca135755cb9c95005,1,0
0182cc787710400083bbbe34a435c199,0,1
01831e00d81a4620acea9771ae1e1564,1,0
018487b190aa472caf198b265a3b4d61,1,0
0184ad3151744323a037d6d855ac4c7c,0,1
01852193403143239da3c117f7a7bc0a,1,0
01858d5edc344ff4ab11d0edce645223,1,0
0186e513efb84e9c9a19fe7558f52517,1,0
0187ef00d5b94070a1747912f761941e,1,0
018809cd7c09417dbabce6d067c582ee,0,1
018a2be65a65434ca4406d2df0a1908c,1,0
018afb3198a7405e841a5d221b256b17,1,0
0190781f8687497fbfd4d6bb70b67a7c,1,0
01919bcc61b94840a4e5982536c7137b,1,0
01929d2d18b24ac4807a01f7bba3bd42,0,1
01929eb3cf7f467ab1a02f2c78a145c3,0,1
0195d3b0316d4bf1a6d9637961086f05,1,0
0197e8d3fc5740689ab798729c54f72c,1,0
019cb3b41f1b47a29eb7442cdc6101d6,0,1
019f42bb4b7b44f7a730fc820a5f79c2,1,0
019f8054d93b4fb6bd26e3100e36fefb,1,0
01a24ff513c14cdeab7a72d93fbffa29,1,0
01a5b64427984632bb44242da3813bb1,1,0
01a76079519945babb807c2ff63d485f,0,1
01a8dff5ac2748bbab453029f0e7ee1a,1,0
01ac564cf0d24007a0a9965048124a04,1,0
01ad7d50e3be4a6f811c8be60fe9f7ca,1,0
01b0ced658eb4fafbf942b1d27c5a3ce,1,0
01b52fada7f94115b0d6431cfb0d5b21,1,0
01b5366c52404ee786319890c7a1b932,1,0
01b5972e12764ddc892da1c3e9bc943a,1,0
01b6db5d54a04b3487aab0e7085fd6cc,1,0
01b7175b7abb4cc88ccac69561fe2520,0,1
01b8332d06eb4306b78bc85e66c108b2,1,0
01b98721613b4c0ea23982c048955c1f,1,0
01b9c8ad7c03420d9f15d13a43ef32a9,1,0
01bc463ae3be41da9ac26dcac6033592,0,1
01be6f483dbb432fa50deee0b7d16369,1,0
01c0fa7bb9e0439cac27264b3119a3fd,1,0
01c1398921784f5595df2c2706e984e6,0,1
01c211dff4c6468ba3d8cc5c254749e6,1,0
01c28e8d1fc64e5dbd094822ac7be86d,1,0
01c77468a1d04414ae24ecd1d1559f7d,1,0
01c7c4bc6caa4de2a42c2c509b6d8120,1,0
01cdb540a0014cb7bd8b5ce2217b371d,1,0
01cdfdf68f4f472c8f329dc86327db5b,1,0
01ce23ef2f7f452393d7c52adbe1e7a3,1,0
01cf47f8e3174f1e9d7aa926256cbcef,1,0
01cf70b90ab8487d8a822abf13454406,1,0
01cfe7efdf194a73ab1031148b21bccc,1,0
01d23b3ca3d9410993d55850730277d1,1,0
01d397417f614dd2aa5b5d30160f13fb,1,0
01d49e77147a4b57ba3f10eccb949803,0,1
01d685032bb7401a90a57d2c775d7cd9,0,1
01d9507b8f1141ae92511c4c32a76761,1,0
01d97a72eb5548f2b4bf67ff7de3b3eb,1,0
01dc8078f03b4fd992383488e6caba41,1,0
01dc90f85a75416d8f8aab2b7c66aba0,0,1
01df6c31127a498285d092b547863b98,1,0
01e1906dd2c84947b6948a8013e01e4d,1,0
01e20bd60fd04cb2bbe726f8f5afd32f,1,0
01e651793caf4989bdf6fb14767dd1fd,1,0
01e862ad30d64f3394a252ef744171a7,1,0
01ea7ec5fc8d49eb8cd33445fa9bb4a2,1,0
01ecd0df98d3457ebf3b870863d95eb9,1,0
01edb9d5ba19497b8188447557448bb9,1,0
01ee9b37c0bd44aba8f68ef330921cd5,1,0
01f13b987ca049acb640d8efdf67f226,1,0
01f1cc659cb847a4a7366b84844641c2,0,1
01f2d9c189f5404c97f696d022b0ad81,1,0
01f33919650c421e91666908db8c421e,1,0
01f400d6d38f4b4e8632c2ee496837ae,1,0
01f5e88759f64afeb93fbbb73e6fcc40,1,0
01f68b7ca3f34203948b1757beb73f75,1,0
01f6a98d0afc419c9dbb50950d5a178b,1,0
01f854e764634e20802b68d3f411d638,0,1
01f8863634f34e2bbd36aa7a83ef67ac,1,0
01f96f346e97468d9375df58a21ff69b,0,1
02013f9b10094f32abb19aaf4acf7776,1,0
0202975df86f4c88a654516e464c245f,0,1
0203b5c17763438c8be2e173dad64ad5,1,0
0203dc21a2504e8591c0be4483a80ba1,1,0
02074af3625a46a3802e517f48b73e35,0,1
0207eb132ec4478eb4716b0e37a8bfc3,1,0
020d96d53dd641a0885953794c0c189d,1,0
0210ed3a62b64b5b802a4db72bacb530,1,0
0211b178fb774f81aa89726bcbee330b,1,0
0213a71af3314ac0aaae25030d565d44,1,0
0219531e3c174e9dbf8c28f35290db5e,1,0
021bb83936034a019f20207a259d6c80,1,0
021d15b4744143cbaba70fe73fbfbc6b,0,1
021d4fb28dc5452f8168504610beb86f,0,1
021df5ced94d47ecbf8ff5b0aba8009a,0,1
021e75851ffb4e39927ddf47228df7ac,0,1
021f7329180d4c4996e06cf6280dc0e0,1,0
0220770a0e394964bef87ccbb40a2c78,1,0
0221bd4bb1804d39948f558914e1b2f1,1,0
0223e8e9df034fb7a0234e957051ff97,1,0
02248eec4e004f35b86cc26d0405d633,1,0
0224e1fb5bbb41a38d0b3d18aa58c607,1,0
022662a5e24e4f99bde618ddefe1c7f1,1,0
02281d4908cf4e5bbd89813748596df1,1,0
022aafe7fed244a98cfe675840445022,0,1
022c1581dcd44145a86c1522d7ab44d3,1,0
022d5ed33a224f3db6a4c0ece5f9c4f4,1,0
022eb61288dd44a6ae9e4e1f5df1cdc3,0,1
023013dfbcd946a3a0827f623d34a294,1,0
0230acf10d3643dca9e9c7959b8aba12,1,0
023119c380cf46a1ba8fbf1f44ef2976,1,0
0231de01cbd4459e84b1aa43b98ebaa6,1,1
0233b8f7235643d6ba0c1b911bc0325d,0,1
023400b57dbd48f5b6e257695f96489c,1,0
0238adfcca3e4727b9c36eba3a9eb7cb,1,0
02394ddc0a754aaca779763843bebc35,1,0
023c84c399814304b3f876103faccb98,1,0
023d5f11970b400b938e2d06d0f54920,1,0
023e632efc7449338e1d5c56e220cab1,1,0
023e661a18f6473e8476f9845b56a4b5,0,1
023fa16b631a461ba45d86ccbdc37e2a,1,0
02405d8b0f874c908bc12172866a0121,1,0
0242447600f049b2baabb1bfa1db4c1c,1,0
0243239775f24dedb4821836e090bbc7,1,0
0243dff024b043088d2c40fbfda169d6,0,1
0244c74fd2274cc086d0582e038b89c3,1,0
024cb1b771c649cebfa940d894d018c8,1,0
02502128705e45c192ba0383f0219cc9,1,0
02505ee0e862496294ce9e19f57f6eaf,1,0
0251cc02195046eeae18c46e17b9e7f8,1,0
0254649f5b0047f5875749b7c6fd65f5,0,1
02548aba3e7e4d7c9c7ca100489e757d,1,0
0255b02c276447cc99fdbc728e2c14b9,1,0
0256143ca61a4b65b89ee20dfef20c2d,1,0
0257796e6a114739ab20339beb8ce537,0,1
02578453e77f4f5d9413e728ba742ecf,1,0
0257cc47a19f46cd9f1e7dbf61b18dd7,0,1
02585eec86ad4c1c9a6e33a41bda89f5,1,0
025936099d21407398be2ddd62214949,1,1
025a1f5d55ff4b5e9214c99c5bd36f3d,0,1
025ad4ebdbaa4badaeb67d0cdc68d3e3,1,0
025b3f009aa94b819e8490497a7738bc,1,0
025d92ac12bb4985b06eae1fedfa2f9b,0,1
025dcbac174743d7b910a83f4e5edd44,1,0
0260d2ca67ca4459b92be4e518e5e5e0,0,1
0260f702429144aea3d85cb7664e295d,1,0
026122925fab446494e815c4fccf0960,1,0
02614a69beb24b10a01d34aa27ee7f58,0,1
02624aa096f54ae8b6833f90c160bea9,1,0
0264617c14ce47578e423e152b962237,1,0
0265ed6619154571984be8ce16f97a56,1,0
0268036dde274e6ba9ded5bdf8a082c1,0,1
0268e2980808431f8cfe8b65db0c8fb0,1,0
02691eacafdc428685c86c39f89ca60a,1,0
0269763acb7a4ab880a09bef35217e79,1,0
026dfb57bcb5406688a7b20dfbecc6c2,1,0
0274bfb57bd34aa7851acc1a8dd3fd2b,1,0
0274e6796a5646abaab2121c86fac6e7,1,0
0276ac0788804b0a961727d9328ba095,1,0
0276b7595fe44ae39e0f812b25727e54,1,0
027745f8b9fd44d0aedcfe814c8f6bd1,1,0
027771081e8243bc9537a39f607743f1,1,0
02777201e5fd4c6ea8aad414a17f0bb8,1,0
0277f9cd99e84b39a9b96cfa7a52218b,0,1
027d4043acc0465eac3eaee60d05aec7,1,0
027e1e3c21d7477d93a2189283b9c910,0,1
027fb239bee94923b1e5e60654068006,1,0
02838290245e4ad6b970481b8e263e49,1,0
0283a4e6c0364efc812e11ac5473137c,1,0
02879bb7c6e3409c9d8ca622a27d7d28,1,0
0289c6a70ed447f099bd892e18608306,0,1
028cd89edc374a4e9c14c4dfa907e8e1,1,0
028d1f2564ee486c83f09de9ff2a38d5,1,0
0292313f19ce42358ca041845fc5d517,1,0
0292b47486774a538c0f891605c7bda1,1,0
02959ad818784bac87a52f4f4c966b4d,0,1
0295cc20f8ce46dcab398b5e1b248fe4,0,1
02986155f515462ab2507bb4ac9563e7,0,1
029de9e7d0264119bbc4cbff45b8ed04,1,1
029f3fb8a7e5424ab2c629f7430f1559,1,0
029f508f2ddf4782a196f1c2a58d62e4,1,0
02a1226e0c92416ca812fbf2a4423786,1,0
02a2e2db27ab44938207d5fa152dc53d,1,0
02a509baed044eabb70cdab7d3bb7bb0,1,0
02a56e9f9f5744dc852b9b835d24e480,1,0
02a5b3b2379c44659c24cfd8a559eb66,1,0
02a704a82ff842d2aa222eb1e63342fc,1,0
02a70b0b453349799aa2fd8323229103,1,0
02a78f4e48ac436ca1bfe541b5d5bed1,1,0
02a9729d39124e0cbe230a65902cf9a6,0,1
02aa3d2180c64a95b990a8b89d05a552,1,0
02ab679ff3f24018a8bcaf30b3b2cd47,1,0
02b0456362f9442da46d39fb34b3ee5b,1,0
02b13e7b9f4342db9a74fd60dcf2f795,0,1
02b1da4d739a413cb5176e6e2f02f417,1,0
02b2ea6b6aed49909fbb820bb9a0a1cf,1,0
02b3ce2c78384dda8c713b2e5f89bf22,0,1
02b68ccdecec4d12813805b8c8865bcd,1,0
02b75e7831984f378c5a87bc445c8b4c,1,0
02bb43fc6cc744db9413e4bb0baa4e24,0,1
02bca633141a4191b8f42ba3c206fbd5,1,0
02bce8f203074d1fb5eb465ca8b1b1e2,1,0
02bd4de0a76b4f788863b2ef719f0bbd,1,0
02c230797a524cf8b760d29f80737f91,1,0
02c2ffa7c88f40fca1718e568adebda6,1,0
02c3264190234d00b7cfd095d06a03c3,1,0
02c38c58a02a490f8a6ff06a9c9da785,1,0
02c42cbb51c24963b9c99d5762547bf2,1,0
02c45cd0605d4622b7939f0316861c8b,1,0
02c4a208dd6a4f75b2c5ea9912dfcc87,1,0
02c4e46a3287470da7c36a329a8a23f5,1,0
02c4ee90724144fba9cb896602318f2d,1,0
02c7c1bdba8043fbb84f65e33bd882e9,1,0
02c8d53e3a37414a891aa36383889025,1,0
02c9e216fc834317af94e25603fa4f77,0,1
02c9fd6f586a4900b1e9f83e05ecc4b2,0,1
02cc4119c82a4875bda503d18265cf37,1,0
02cdd6703f7f4baf8b0d96c0ae4ad6b1,1,0
02ce6ab918b144f0834cf2a4d295a545,1,1
02ce8e8ff3964240b2da5c3dd263377f,0,1
02cf505b683e4020afa23f7733d4cd45,1,0
02cf8129f0864908965e6f32a21a1aa7,1,0
02d4372e79e04e6f886cc8ef80b9720c,1,0
02d48a7e747d49a6b28619a193b8b9e2,1,0
02d5320474544c8a90129ad449ddf323,1,0
02d5b972ac55438ab03f709cd1358044,1,0
02d6c5052e3e4a659ab64c2525f4a822,1,0
02d81f2f609846aa96fcba80d58f8510,1,0
02d9cd99adae48ba9119adbf01003b97,1,0
02e0441e385f497e8355d288dd93c5f7,0,1
02e132e6b0744d5f8710aec0167adccd,1,0
02e25cb1d5614fc5a80492d53bdb8f49,1,0
02e2e971a1774e6797d3d17a79f0cca8,1,0
02e50ee6abc2456985944989a26d89b7,0,1
02e51ab784914b6a89269051fe00f848,0,1
02e535a3bf1647ac9a7556b830605e52,1,0
02e5bc104eba45339a0a29139e02a2dd,0,1
02e638825c9748d88c206191bb838896,1,0
02e6471851b5425085e818ba9257136f,1,0
02e68aa7bd2f4e519ee4eb3737d3cf66,1,0
02e777bdc5114b148963ed3def6ad471,1,0
02ea1e8b0a724582b4f4c33d81d5bf80,1,0
02eb49fe9545406e83d8904605cead7a,0,1
02ec0b7680524dc088060696e7c0d15b,1,0
02f2f34578474d45b9988f3c8b817a2a,1,0
02f4592fe3614d81b94c7bd1101d4b98,1,0
02f4ae923e5b4aa7bf0d338cf7423ef7,1,0
02f56d5756e94779a5180e09ca7752c0,1,0
02f5e3f0f2b444448e2b8e4f83561b5f,1,0
02fa50fae031447c98e56d1710e9fbe2,1,0
02fb742be337422aab42295fe67ac0bc,1,0
02fc901839374a27a2a43ae49e262b48,1,0
0300a2511c624769bd73d483d85056f4,1,0
0301835b61e147c98a4e9651ab79bb89,1,0
03022ca891e3440d815178003a466302,1,0
0304f9b2687a409e8f7b301f226346ea,1,0
03052faecb6b4f0680a126f25774adaa,1,0
03060903e3ca456689a92344652056ef,0,1
0307298bc6134d2b8527d02e4a22b184,1,0
0309272a8e664418acf0731362568772,1,0
0309fc8f1dbd48cfae0dc235acb8655f,1,0
030c07e4dbfb4f9ebce135f338d55444,0,1
030f988ae8184145ba96f9c12dcfae8c,1,0
031113a306814c1d9906328bdabfb240,0,1
031574a75f51411b9d73c386893ca7a6,1,0
031649646b7243d2a154211aa861de20,1,0
03176a9ea65c4ca298a000a283ad1504,0,1
0318ad51a7294885b452ff4f408353ba,1,0
03197882321640daa24b363e12d15a24,1,0
031a46cb5b394fb99cefb028f6516941,1,0
031ae9ecc77f4efd98addd7cc18bea3d,1,0
031c3dc9ff774027b5c9a0ee330cebab,1,0
031da0cc1c2f46e6be04facf2350ad6c,1,0
031e171972164ca89a666ad8cde85536,0,1
031e6d31a3d74bddb2d7b6f94dc7e829,1,0
031e7f84c4ab461f871d19adc5b59e6a,1,0
031f92d1e6b84f458024a9eb9f543825,1,0
03225dea69a04ef585e15c1b8954f5fd,1,0
03243bbc718041b6a04c43030a43dd95,1,0
0325717a81774a8a929e4e14f4724d54,1,0
0325fc8e50b64d208832d03bf55add30,1,0
0326671c9b7440b685008dacb11f5d9a,0,1
032924c94b5c443c881733ce4c93f8fc,1,0
032ae3ee496b44639997ffdb9c97c5a5,1,0
032b4472d1364069bb58bf801b59dbff,1,0
032df16ea10b452f90d19e9a7af2a560,1,0
032f61254e234a99ac83449cfcd58ac9,1,0
03325f01a2894c09a490f909303a1a8f,0,1
033354565ec1469eb7f1f15009ecf112,1,0
03340602a303444489ce46e4389245f8,1,0
033515d0dcc44f9fb128d5e184891e73,1,0
0335892364814f5d9006542e03e58741,1,0
0337a0866cf842efb475850a03f67434,1,0
0338b4ecc97d46d7bbfadb5e0e1cc149,1,0
033917902deb44e582ba47196eb23a20,1,0
033b3081b9054f979ba92148368d002f,1,0
033b9e1e4ed94868bc942225422f6632,1,0
033bc40bce5f419ca162268cc2a7e66d,1,0
033c5e9169324b5ebb52d9f6c6b31285,1,0
033d8444edb1410a97804ddf03971b0d,1,0
033ff7ae21ff460e977a8ff532f1ec5b,1,0
03400f3a6ecd45b6aace4a36174ffd10,1,0
0342897749014f68ab892a7ea4c4b9ef,1,0
0342cf497fef4b07804b32b4ab7271e5,1,0
03438e172f2a4a959a27f108b19e6767,1,0
0344ec39f1d947a4989a537ec554bb16,1,0
034755f217bb43378005158743b2f86e,1,0
0349a641a4564308bc3d0eb0fb8bf124,1,0
034a2b96da124c408638df5de1f40a04,0,1
034aba91b507418c91040a3c4e0ddd8d,1,0
034b36a0a383420c9c10bc816df3290a,0,1
034b401e47f347baad01afee36e8fcd7,1,0
034b718ba7414ebeae69bcbd1d2a5967,1,0
034d7b6dbef9497a8ebe5e214656f6aa,1,0
034f05c7d707476181f1bd0d8ecb64d4,0,1
03521864cc6345cb87888984c85b8565,1,0
0353cae3c9c24151a96af7cd29f70a2a,1,0
03543d6fccbe45ea84bf39327079ab08,1,0
03548655f3674c82b0672a4877c80eb9,1,0
03550a3529c24611a12aa158747374e0,1,0
035709ca05084073a469465410285ee1,1,0
03579fe1c8bf4f5abe3d4d923133b158,1,0
